std,std_diff,hist_cor,hist_inters,hist_alike,hist_mean,cos,pixel_lap,std_diff_lap,hist_64_corr_lap,hist_kl_div_lap,hist_alike_lap,pixel_eq,dr_dif_eq,std_eq,hist_inters_eq,hist_alike_eq,hist_mean_eq,cos_eq,pixel_lap_lap_eq,br_lap_lap_eq,std_diff_lap_lap_eq,answer
0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,8704.0,,0.0,98.75419219550035,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,8704.0,,0.0,98.75419219550035,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,8704.0,,0.0,98.75419219550035,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,8704.0,,0.0,98.75419219550035,0.0,0.0,0.0,0.0
48.401184414335745,48.401184414335745,1.0,0.0,inf,106.578125,,10820.591421011992,74.26354293538023,1.0,141799.157458815,inf,20974.64534429506,136.46547283793603,63.72910545052352,0.0,inf,15815.90625,202.1524842112603,22911.992797283794,118.0947027162064,94.68703178183708,1.0
0.0011493854612965038,36.578162019487436,0.9994969183441458,67.1,254713.3315110962,1.28125,132.7740542634996,82.97683275799419,68.79620450350477,0.998115713201594,19.36832135129295,6784576.433173584,1.5138758932897287,19.38431708757268,0.014784808824288119,1245.4,991801.1257202388,65.515625,132.55787606471844,204.29302552688952,0.24831713299418826,94.2017258475243,0.0
0.1830646131927693,62.48274290387224,0.9958084185620694,58.25,254352.5185486009,10.046875,133.9514073858134,696.1024152888808,71.1942908263222,0.9974999136479706,0.8690693606965412,6759232.254204575,53.64237562076066,68.88976539789246,0.1028398073507404,1157.68,987918.7549377031,172.921875,138.23423339345914,813.2604424055232,0.3684865552325505,103.80761337562755,0.0
0.01198682643079252,43.937965087010575,0.9999796650409176,63.1,256668.01876412125,0.5,133.26446248265202,121.26151435319768,71.72682047109609,0.99769538737852,14.477890860172641,6730938.06041361,2.261238796027132,24.29560925387597,0.004637586875304578,1238.25,988046.817798381,43.28125,133.8035350457142,271.7517055777616,0.2560932957848792,100.30284113472324,0.0
0.4719060731635452,65.27207687395529,0.9977484714570491,50.34,253534.3420546534,8.15625,134.11789683609913,989.4236646075584,73.59176012801213,0.9968732675761436,2.5200432750837183,6741587.088022023,156.1571943889293,102.58108458999516,0.28597125351800656,1132.99,988211.5424657244,142.0,142.13153213597562,1076.3638149527617,0.6490302507267529,105.76341185234271,0.0
0.002418623562846279,76.75528709336255,0.9994649257551194,57.33,260333.20329501719,3.15625,138.27163899825342,360.93093659156983,107.95208716665476,0.9927221143302344,66.91712952091021,6701594.255264702,7.08180906310562,55.44507517260175,0.07366444917519742,1171.9,1008123.4131203395,87.96875,141.27933127297692,983.3080907067588,1.0065350199854777,107.15445122647007,0.0
