,std,std_diff,hist_cor,hist_inters,hist_alike,hist_mean,cos,pixel_lap,std_diff_lap,hist_64_corr_lap,hist_kl_div_lap,hist_alike_lap,pixel_eq,dr_dif_eq,std_eq,hist_inters_eq,hist_alike_eq,hist_mean_eq,cos_eq,pixel_lap_lap_eq,br_lap_lap_eq,std_diff_lap_lap_eq,answer
0,0.0005896257,6.1187806,0.9999973,1459.06,9.758771e-05,2.71875,129.82207,0.6513119,10.391687,0.99993736,0.161164,0.0012357301,0.018740235,0.27626988,0.0010146816,1982.3,0.0006651556,21.9375,131.07283,10.924341,0.005107422,47.637577,0.0
1,0.00023587969,5.7091436,0.99999857,1459.67,9.7303535e-05,2.15625,129.82729,0.71056426,10.788747,0.9999727,-0.037066415,0.0012378203,0.027618634,0.2946788,0.002002792,1984.17,0.00066769205,12.59375,131.27588,14.413764,0.002438151,56.050358,0.0
2,0.00035461842,13.646015,0.9999937,1458.55,0.00010635076,3.65625,129.9501,2.8744597,20.739155,0.99986386,0.4558756,0.0012444201,0.061094835,2.0967293,0.0037140928,1974.56,0.00066533894,20.296875,131.11215,18.27159,0.027145183,51.982018,0.0
3,0.0032361024,26.99807,0.9999742,1453.27,0.00011281964,8.21875,130.44276,9.498863,38.104652,0.9994435,0.9954536,0.0012698285,0.17606229,5.907054,0.004561995,1967.36,0.0006724374,25.59375,131.896,50.08614,0.013789062,71.789566,0.0
4,0.0029928163,32.583862,0.9999711,1450.74,0.000115562325,9.984375,130.6942,14.578396,44.228584,0.9992246,1.3580576,0.0012881383,0.31371564,11.155969,0.0023056767,1937.43,0.00070390187,52.6875,133.02875,80.25285,0.049309894,87.31003,0.0
5,0.0036205354,23.37247,0.9999903,1457.04,0.00012387578,5.453125,130.33292,7.9554143,32.8435,0.99957705,0.719004,0.001267279,0.1658742,4.950691,0.00713318,1974.65,0.00067751494,21.375,131.80963,44.136055,0.009239366,68.42577,0.0
6,0.005650176,48.47843,0.9999248,1439.65,0.00012330522,16.84375,131.92241,38.06031,62.721886,0.99805623,-2.4491792,0.0013388784,0.7843609,15.800598,0.08877668,1911.63,55.9432,66.796875,135.44035,170.93776,0.093349606,101.292984,0.0
7,0.19535123,100.91138,0.9995871,1397.28,5.4526634,39.0,142.94798,718.22437,108.11949,0.98203677,103.63023,0.048875872,19.422335,96.11654,0.16747172,1771.85,4.099724,156.70312,145.52242,1336.197,1.4911404,106.96054,0.0
8,0.017965121,95.591034,0.9995473,1389.36,0.0012136578,43.0625,142.81618,420.54517,112.105354,0.9890501,48.056725,0.0019962087,10.984346,63.388252,0.040861152,1788.11,0.0068233926,153.125,143.26926,1111.0415,0.4968956,106.73364,0.0
9,0.27480388,120.7926,0.9993632,1352.55,0.12164233,50.3125,154.14014,2429.7754,101.52475,0.9900451,38.14476,0.0061894106,121.66564,108.25249,0.097581856,1742.58,0.35855085,173.60938,150.95984,5103.174,0.626301,93.07799,0.0
10,0.013481319,121.254524,0.9997919,1379.26,0.061406128,31.46875,151.61069,1506.641,104.94783,0.99089885,23.869375,0.0037033719,56.42976,98.01771,0.028252319,1777.64,0.06067937,130.25,149.6778,3593.8745,1.178036,96.70546,0.0
11,0.13813885,115.8565,0.9997442,1379.95,0.02200856,31.765625,150.1325,1246.0435,107.539474,0.9908501,90.82833,0.003251154,55.687397,96.120865,0.11742482,1765.14,0.08130366,165.46875,148.72984,2906.0107,1.2647254,99.31834,0.0
12,0.14877847,120.96073,0.9982599,1326.63,0.030028343,82.21875,154.80711,3374.137,98.14052,0.99045855,17.589636,0.0039823744,231.46869,113.00658,0.11991282,1718.62,0.10525909,170.1875,150.96521,6826.9546,0.8437467,90.10158,0.0
13,0.16545042,122.33339,0.999568,1374.73,0.052633062,39.265625,152.42427,1721.2698,104.21291,0.9900219,-30.836882,0.0038408302,66.2865,101.109825,0.026212333,1748.06,0.010937266,147.625,149.18204,3859.3953,0.5154709,95.79903,0.0
14,0.1393908,109.40476,0.99976194,1378.38,0.120211266,34.015625,148.19693,758.0284,110.70346,0.9887878,100.36447,0.0058001117,25.784735,119.28993,0.22873189,1716.46,0.5406685,181.76562,148.95975,1822.2053,0.07209419,102.73415,0.0
15,0.09191951,121.38837,0.9992325,1339.36,0.00977794,57.609375,153.68626,1906.3549,103.23938,0.98946327,48.354847,0.0038809595,82.01238,100.43981,0.20698729,1758.72,0.08177052,118.15625,150.42871,4410.8086,0.7800477,94.63424,0.0
16,0.39959693,122.06903,0.9995225,1356.9,7.7080917,43.15625,153.83879,2709.5737,101.15572,0.98502153,-27.140005,0.06861904,140.3315,102.89107,0.26727328,1675.19,9.262441,231.79688,150.66255,5393.8145,0.020313585,92.93044,0.0
17,0.18309128,103.101944,0.9988339,1352.61,8.688623,64.359375,148.33199,792.57916,112.35658,0.98367053,171.32053,0.07079459,20.222048,113.35557,0.22417031,1676.69,8.290497,222.1875,149.49806,1752.8335,0.10952691,103.999954,0.0
18,0.06043691,122.38541,0.99930274,1349.22,0.0073576868,52.890625,149.88052,714.78,109.61231,0.99048716,-37.12725,0.003211533,26.24811,90.586174,0.08574178,1735.39,0.012235759,169.625,149.85445,1972.5708,1.6748145,101.188255,0.0
19,0.24168572,119.241356,0.99939114,1351.81,0.0931672,47.984375,152.85318,1961.4999,103.68107,0.99035466,64.54264,0.005210476,101.20144,103.48642,0.11175166,1739.94,0.10364378,126.1875,149.8297,4225.9893,1.4830437,95.42316,0.0
20,0.027346902,120.471214,0.9991833,1334.83,0.016590515,59.953125,152.55656,1366.0007,105.771545,0.9902334,72.55777,0.0029366303,57.221806,106.49792,0.03589408,1735.01,0.016417567,149.125,150.08046,3436.8677,0.25807402,97.11398,0.0
