,std,std_diff,hist_cor,hist_inters,hist_alike,hist_mean,cos,pixel_lap,std_diff_lap,hist_64_corr_lap,hist_kl_div_lap,hist_alike_lap,pixel_eq,dr_dif_eq,std_eq,hist_inters_eq,hist_alike_eq,hist_mean_eq,cos_eq,pixel_lap_lap_eq,br_lap_lap_eq,std_diff_lap_lap_eq,answer
0,0.0022115756,30.52085,0.9999899,6024.58,0.0013210223,20.921875,128.07153,22.798147,47.498608,0.99911743,8.541273,0.0038097461,0.5372638,10.245185,0.016265681,3947.4,0.0006844709,81.578125,131.94095,83.76337,0.0023209637,71.03798,0.0
1,0.0016495031,26.963537,0.999978,6028.55,0.0003839403,30.390625,127.86787,10.273141,36.47385,0.9993641,1.6805264,0.0034885672,0.27919778,9.579853,0.018388927,3926.36,0.0009065282,131.5625,131.84119,59.42487,0.034061413,71.91441,0.0
2,0.022661092,112.43051,0.9992516,5698.06,0.023274867,151.3125,136.64355,4992.49,98.04461,0.9889469,41.054382,0.0057049743,842.9028,89.75393,0.07421405,3625.46,0.009706665,411.59375,144.88283,5869.2593,0.008832465,95.476295,0.0
3,0.006339286,114.286026,0.9989029,5699.45,0.048758633,183.75,136.78523,3848.9395,99.910164,0.9896787,69.781075,0.0068430374,404.06268,94.534966,0.047801092,3532.41,0.0067670485,443.89062,145.9638,4750.923,0.043399524,97.00661,0.0
4,0.115233235,114.04992,0.99945086,5759.66,0.016684646,156.875,136.42076,3840.277,97.61606,0.98961836,-28.368471,0.006172347,439.67444,93.84386,0.029895956,3677.15,0.0057883495,260.625,144.69548,4609.932,0.69383353,96.43474,0.0
5,0.095525414,110.41059,0.999245,5746.09,0.019196665,152.1875,136.22403,3528.4192,98.859665,0.9904793,103.899605,0.007057655,364.98984,76.4098,0.014543736,3665.62,0.006078593,315.21875,144.34105,4300.777,0.9589019,95.02219,0.0
6,0.036921065,114.690605,0.99865776,5710.01,0.013747323,203.46875,136.9919,3573.3755,100.473885,0.98941076,12.447094,0.006483057,374.45435,105.42729,0.08218455,3694.68,0.017272996,199.90625,146.36964,4442.1426,0.75171876,97.23529,0.0
7,0.029334687,112.9711,0.9995144,5766.63,0.013958124,135.03125,136.18806,3272.518,98.38794,0.9906132,-14.940114,0.004800342,327.26215,84.03095,0.0027758032,3762.62,0.0027910925,168.54688,144.14209,4013.5635,0.61260414,95.77657,0.0
8,0.058291033,110.593185,0.9992888,5719.12,0.015235263,169.51562,136.44954,3649.7825,98.19231,0.9891516,75.3274,0.004874829,387.32904,80.33428,0.0015039898,3658.67,0.0053967503,252.98438,144.09921,4423.8223,0.4714811,95.50692,0.0
9,0.008308267,114.17124,0.99946404,5732.75,0.011916389,146.65625,136.94214,3779.607,99.44342,0.9901402,53.15736,0.0049370844,380.81403,85.29127,0.051743224,3640.49,0.0056905868,230.60938,144.71277,4579.9478,0.14341472,95.4933,0.0
10,0.080831036,114.25022,0.9996517,5774.17,0.012630842,122.796875,136.43735,3760.3655,97.86786,0.9903641,-42.35157,0.005376155,402.1023,87.19563,0.08871652,3731.7,0.003965126,213.42188,143.81906,4403.3994,0.86385417,94.694466,0.0
11,0.11136892,109.31918,0.9991896,5742.97,0.011627374,167.04688,136.09143,3531.2266,98.638794,0.99059594,104.89682,0.0061291126,385.04532,73.68096,0.105701484,3634.92,0.0051087895,255.54688,144.10274,4182.4214,1.0135341,95.02953,0.0
12,0.010210139,112.680336,0.9994353,5720.37,0.02158818,144.01562,136.70755,3501.6948,99.911194,0.9899226,25.24226,0.004690644,346.82144,86.86228,0.05540805,3645.61,0.005239361,247.45312,144.93422,4279.6123,0.2021007,96.599556,0.0
13,0.0922093,113.046265,0.99961805,5748.83,0.012028294,124.875,136.24068,3418.611,98.42985,0.99016887,-22.095495,0.005102998,367.22726,84.870705,0.14508758,3635.12,0.0042878943,264.15625,144.24323,4112.028,0.5872407,95.662544,0.0
14,0.035929434,109.51831,0.9992543,5704.82,0.015184957,170.03125,136.47289,3229.085,99.838715,0.9885394,87.75525,0.005366383,319.36057,86.731674,0.046315547,3558.72,0.004885188,281.8125,144.86047,3961.1675,0.74565107,97.66933,0.0
15,0.04262657,113.457146,0.999305,5660.81,0.014844144,157.625,137.04408,3390.1235,100.354866,0.988932,24.712278,0.007093934,352.70612,87.235725,0.0054905764,3565.87,0.0054148855,300.5625,145.5413,4265.491,0.5005143,97.41072,0.0
16,0.083981715,113.20839,0.9996416,5720.41,0.009436105,134.9375,136.32922,3139.7222,99.11574,0.9896608,-22.551645,0.004868111,315.16943,79.41808,0.06919879,3643.11,0.0034346464,249.48438,143.44267,3885.6743,0.4428418,94.2218,0.0
17,0.05318722,107.79622,0.99945706,5704.06,0.011133896,157.51562,136.31897,2934.2268,99.602684,0.9887739,86.38959,0.005191661,278.53348,83.31678,0.055115957,3581.94,0.00498612,318.95312,145.31714,3731.9539,0.45589083,97.804436,0.0
18,0.051597048,113.44799,0.99902934,5666.91,0.008679822,174.82812,137.32602,2977.8987,100.747215,0.9887091,27.583027,0.0052668676,246.9377,91.522545,0.03662738,3638.0,0.004003121,197.42188,145.52635,3863.476,0.13334744,97.328896,0.0
19,0.09641649,111.54141,0.99960095,5703.75,0.008492263,118.125,136.43224,2747.2078,98.84486,0.9894909,-10.0228,0.0046176836,243.34192,75.607056,0.081642315,3656.67,0.0030062322,260.23438,143.63748,3535.708,0.25638673,95.22307,0.0
20,0.016709348,107.945274,0.9994417,5682.49,0.00795112,144.95312,136.51479,2958.098,98.39516,0.9893876,66.66086,0.005331928,272.50027,77.09574,0.0028759097,3602.01,0.006166377,278.42188,144.06908,3783.4404,0.48025933,95.9003,0.0
21,0.060795892,111.85766,0.9995802,5664.89,0.006467396,119.859375,136.95743,2764.1326,100.91335,0.98915064,26.818773,0.0057014064,246.84651,77.49358,0.06448772,3565.16,0.0048320806,236.76562,144.72813,3627.9675,0.05941732,97.41918,0.0
22,0.17814128,110.393234,0.9993108,5678.36,0.008576649,158.5625,136.24426,2755.2402,97.95416,0.98943156,-25.933804,0.006168633,236.71175,77.501305,0.081541374,3586.98,0.005214027,280.23438,143.91661,3520.012,0.82525283,96.76403,0.0
23,0.030162418,103.31433,0.9979305,5582.32,0.039700948,273.0625,136.85583,3147.1077,100.465706,0.98871714,122.262344,0.006003434,285.2281,71.82665,0.026971389,3414.95,0.014463131,383.125,146.27055,3985.5198,0.666773,97.83905,0.0
24,0.19219838,114.71531,0.9983295,5614.96,0.02149848,180.07812,136.98709,3277.7754,99.6789,0.98880816,-37.745567,0.0056982497,290.66827,84.66363,0.11823718,3553.36,0.0054950123,275.71875,145.27042,4087.0303,0.9262858,96.918915,0.0
25,0.057645477,105.91152,0.99895096,5609.37,0.025479132,174.01562,136.97917,3300.5989,100.17808,0.9883439,89.13076,0.0067128786,300.94812,75.72338,0.037545938,3490.92,0.007098915,320.65625,145.34178,4117.9546,0.5292882,96.4543,0.0
26,0.19522247,114.87127,0.9990112,5614.07,0.02926306,178.26562,137.01714,3349.674,99.58495,0.98832273,-32.57244,0.0061761383,304.32333,83.11639,0.14832789,3475.37,0.0070767784,310.46875,144.91537,4152.248,0.93594617,95.62442,0.0
27,0.06465054,107.3412,0.9984073,5558.38,0.05172263,214.53125,137.24274,3738.4846,100.082,0.98807085,128.81505,0.005814304,348.53122,87.89584,0.12711178,3397.9,0.010518062,299.20312,146.5227,4499.344,0.7827539,97.61823,0.0
28,0.18502544,114.581795,0.9989833,5612.16,0.025569389,166.40625,137.14543,3630.1038,99.209816,0.98906165,-42.82637,0.0061042365,333.00253,85.47006,0.13885444,3548.74,0.0066824392,244.21875,144.94696,4355.575,1.0027561,95.41534,0.0
29,0.038793594,108.501175,0.99925107,5597.99,0.009505179,176.28125,137.13576,3689.1104,99.80515,0.98885405,86.83025,0.0062095867,334.01944,74.75716,0.009302171,3533.15,0.0053858333,293.70312,145.47752,4388.9746,1.0117036,97.75353,0.0
30,0.10790704,113.37982,0.9995105,5576.53,0.033911843,127.1875,138.08534,3816.6118,100.97087,0.9884724,32.842247,0.0056621167,351.75528,87.72759,0.046210352,3483.28,0.008027663,280.125,146.41594,4590.689,0.08785156,97.0327,0.0
31,0.18964373,112.39116,0.99950427,5604.89,0.016782343,114.84375,137.24365,3794.9844,99.0739,0.98877454,-19.299463,0.0053534484,346.76917,80.81519,0.06639508,3564.72,0.0050580082,245.42188,145.26003,4472.9126,0.5377919,96.12193,0.0
32,0.05929201,107.2029,0.9995578,5595.35,0.004903612,125.984375,136.95998,3417.4683,98.867714,0.98930156,79.56178,0.00558617,297.0577,75.858826,0.0814557,3465.84,0.0020464896,293.64062,144.68585,4108.7163,0.98670137,95.64746,0.0
33,0.13484523,112.12203,0.9996074,5576.56,0.012070467,117.8125,137.70918,3861.9927,100.280815,0.9896566,48.982723,0.005326456,353.15588,85.75834,0.022650726,3500.78,0.004188462,253.75,146.01001,4610.189,0.3090831,97.144684,0.0
34,0.19745743,110.75803,0.99942106,5593.18,0.0148659265,151.39062,136.77786,3034.0742,98.86911,0.9894451,-30.833061,0.0054496923,238.04897,77.648155,0.13019343,3479.33,0.00538576,342.04688,144.10469,3780.7498,0.8402224,95.06004,0.0
35,0.025753789,107.87172,0.99905515,5560.67,0.066006005,187.9375,137.31186,3364.7983,100.39121,0.9889953,105.96791,0.0064694528,272.00214,75.60635,0.049071506,3507.95,0.013117916,190.9375,145.34607,4077.4421,1.0150933,96.91244,0.0
36,0.13070825,112.40474,0.99943745,5533.27,0.059612866,135.28125,138.04314,3622.5845,101.24028,0.9892605,8.143733,0.007121022,315.9327,91.26081,0.033723228,3422.76,0.010483258,325.03125,146.89449,4433.364,0.63916993,97.36506,0.0
37,0.17604655,110.93496,0.9996419,5581.21,0.01461411,117.921875,137.03761,3024.4106,99.95727,0.9895931,-11.841898,0.004900157,231.04768,85.93909,0.10646758,3243.38,0.06548757,1055.75,144.30098,3695.2734,0.4834733,96.34922,0.0
38,0.045160193,107.5315,0.9994802,5561.29,0.008522074,132.57812,137.12022,3208.1018,99.99945,0.9886821,64.92637,0.0061767437,235.59259,73.95998,0.022968546,3307.25,0.0031254117,522.25,145.21143,3882.968,0.8421061,96.773,0.0
39,0.10470597,112.127914,0.99932283,5538.4,0.09116566,143.375,137.8031,3364.665,101.344086,0.98932356,48.13979,0.007708284,251.28435,87.139336,0.073703624,3395.21,0.008029351,288.5,146.18407,4100.451,0.14354818,97.691055,0.0
40,0.2138738,111.2895,0.99946326,5574.22,0.013326479,137.59375,136.83203,3310.0593,98.64115,0.9891953,-21.630741,0.0063687935,250.80005,78.31809,0.04918469,3291.29,0.0055016624,538.3125,144.94962,3962.8132,0.61079645,96.710915,0.0
41,0.08939053,107.668304,0.99954563,5548.94,0.014037823,131.59375,137.2167,3440.7869,100.41782,0.9884525,70.13235,0.0054988735,278.01575,84.2772,0.0476311,3476.06,0.0057137543,218.23438,146.24855,4117.156,0.40983832,98.210205,0.0
42,0.13954116,111.98408,0.99923307,5516.45,0.037702862,153.1875,137.97719,3511.229,101.45835,0.98816115,41.54105,0.005555321,284.89178,80.344124,0.05207793,3400.7,0.0081508765,287.03125,145.74834,4238.658,0.071767576,97.70682,0.0
43,0.21132006,112.75343,0.9992207,5532.14,0.03473027,148.6875,137.33846,3389.8262,99.934845,0.9890261,-2.9351416,0.0063919416,260.23288,80.51351,0.110276416,3484.82,0.0075165774,218.0625,144.7143,4054.6057,0.66299915,96.374855,0.0
44,0.12053011,106.207596,0.99913037,5500.71,0.07418924,146.71875,137.52814,3378.4885,101.193474,0.9882767,77.286545,0.00723139,258.5134,89.95699,0.04458227,3362.69,0.0077165,328.65625,146.90105,4056.5007,0.14824979,98.009544,0.0
45,0.21372391,114.734436,0.99941003,5505.16,0.036338206,137.60938,137.4042,3427.2134,101.13946,0.98901933,-20.924692,0.0052633598,280.44962,84.80108,0.12709936,3417.34,0.009040846,313.03125,145.25134,4077.9658,0.36767903,97.26245,0.0
46,0.12473583,108.73743,0.99937826,5480.27,0.021164687,129.23438,137.61043,3243.7832,101.28544,0.98880684,64.00904,0.007066783,265.96146,84.01154,0.010583848,3345.64,0.0051221303,372.48438,145.71332,3961.6235,0.56118053,97.83428,0.0
47,0.20759839,115.81284,0.9987003,5470.38,0.021643203,179.09375,137.47511,3307.9724,100.923035,0.9879704,-9.431416,0.005427665,242.46704,94.90944,0.0070519214,3198.14,0.007362363,511.17188,146.17021,4000.2446,0.12937066,97.690384,0.0
48,0.13664547,111.365555,0.99948233,5426.63,0.080432564,128.26562,137.98701,3270.8843,101.72279,0.98776656,37.662136,0.0057133506,228.42114,92.64411,0.09757128,3381.68,0.008612604,337.07812,146.94781,4018.1467,0.35529298,97.63917,0.0
49,0.274028,119.74155,0.99668235,5348.53,0.11034178,291.59375,138.24947,3547.585,101.169655,0.98681265,-32.957752,0.01103121,272.83496,102.694084,0.17480218,3214.32,0.029525684,441.21875,146.812,4136.029,1.8002453,97.55746,0.0
50,0.0051664747,107.97816,0.9990565,5436.23,0.030192638,181.60938,137.39728,3237.3015,100.73641,0.9876383,117.176506,0.0068978053,252.94283,77.87719,0.060815442,3387.32,0.0084958095,318.28125,146.02258,3763.3623,0.8160395,97.64907,0.0
51,0.13399291,111.90105,0.9994844,5423.33,0.01360658,149.40625,137.66312,3472.7444,100.64955,0.98795396,16.969522,0.006368681,285.25513,88.111,0.037174154,3395.85,0.003899768,318.07812,145.99495,4125.3164,0.3610113,96.895096,0.0
52,0.12989533,109.298515,0.99950176,5460.49,0.004766072,132.60938,136.52188,2604.019,98.98795,0.9887792,-1.8404824,0.00449442,198.29578,76.53831,0.011782327,3458.31,0.00208072,281.21875,143.66498,3180.29,0.25292426,96.19822,0.0
53,0.026531938,105.88558,0.99928844,5439.82,0.013736308,150.42188,136.6798,2964.4692,99.55051,0.9883525,84.57263,0.0053197155,241.63484,68.43478,0.0069926013,3442.79,0.004787474,268.0625,144.18086,3544.791,0.77156144,96.6196,0.0
54,0.07097815,112.01022,0.99814564,5384.17,0.15812084,181.35938,137.79056,3241.6174,101.21372,0.98795015,39.1576,0.0056676194,294.22714,89.63128,0.035791613,3257.62,0.012613962,419.89062,146.5314,3964.116,0.105498046,97.81108,0.0
55,0.19848816,111.29691,0.9995569,5453.95,0.007072262,135.67188,136.72932,3228.2104,98.28406,0.988491,-11.903313,0.0052907383,278.7617,81.656944,0.04885984,3374.1,0.003097903,332.89062,144.51695,3825.8394,0.5177528,95.30615,0.0
56,0.03133373,106.75839,0.9988946,5418.81,0.006980642,182.45312,136.69969,3181.047,99.49995,0.98856825,95.17796,0.0056621972,274.4548,74.54685,0.11395356,3396.24,0.0038742935,315.4375,144.66269,3800.5586,0.8722515,96.207275,0.0
57,0.09763223,112.59508,0.99922734,5390.42,0.017634999,156.9375,137.90732,3356.4827,101.02025,0.987766,16.433498,0.0048543555,302.97244,88.71851,0.034569383,3315.04,0.011745671,336.84375,146.26192,4089.7988,0.28142902,97.9482,0.0
58,0.14887148,111.25482,0.9991635,5416.66,0.007978663,152.32812,136.72647,3209.3125,98.38735,0.98786664,-12.297297,0.004900484,285.44907,78.23406,0.09951281,3363.28,0.0032591121,330.17188,144.66751,3809.7917,0.6053114,95.723114,0.0
59,0.00063691527,108.60012,0.9980907,5379.29,0.009748405,193.48438,137.23482,3614.7786,99.44999,0.9880832,89.6366,0.0062344256,328.1498,87.25611,0.10788461,3359.48,0.008399454,278.20312,146.17921,4193.5615,0.89438367,98.1372,0.0
60,0.09204195,113.89091,0.9987699,5365.28,0.00820049,163.29688,138.25912,3721.2888,100.416176,0.98823035,15.556318,0.0051916344,335.53778,88.40831,0.017966663,3332.68,0.0036440364,348.79688,146.94858,4443.548,0.3124132,97.043625,0.0
61,0.17108372,113.39591,0.9995299,5403.32,0.015858712,128.17188,137.42648,3792.5444,99.52163,0.9880482,-12.127772,0.0051425174,350.67603,84.953415,0.09326363,3394.24,0.0054117544,312.6875,144.77516,4354.3677,0.4443468,96.3813,0.0
62,0.007778971,108.0316,0.9961883,5352.11,0.01841817,248.09375,137.4883,3383.386,100.280266,0.9877143,81.02426,0.006860245,285.91403,83.367,0.07423328,3269.86,0.005829076,472.92188,145.49483,4026.2998,0.80686414,97.54184,0.0
63,0.070641525,112.985535,0.9918025,5305.9,0.026462564,267.9375,138.35027,3744.3357,101.22066,0.9874853,51.333225,0.006646074,353.20386,86.37364,0.018559083,3339.3,0.0049723117,318.89062,147.09778,4426.9736,0.4851237,97.974686,0.0
64,0.18505013,111.28064,0.99680114,5363.11,0.00887639,198.8125,136.89322,3247.9912,98.28166,0.9881896,-13.942434,0.0047490024,288.5563,82.92725,0.10968859,3409.07,0.0037825003,283.625,144.87122,3834.937,0.50182617,96.314026,0.0
65,0.0018760553,106.3764,0.9989233,5352.76,0.014601478,160.29688,136.86494,2986.3567,99.29068,0.98859924,74.64441,0.0049293432,233.53398,70.532974,0.08806712,3375.11,0.002455764,321.95312,144.1421,3601.6882,0.72699434,96.03793,0.0
66,0.06825298,112.478615,0.99855036,5317.21,0.24070658,165.21875,138.13496,3259.107,101.29127,0.9877689,37.628777,0.006389921,270.84482,93.67959,0.08418447,3265.93,0.03552979,365.39062,146.16702,4027.8208,0.21279405,97.81651,0.0
