,std,std_diff,hist_cor,hist_inters,hist_alike,hist_mean,cos,pixel_lap,std_diff_lap,hist_64_corr_lap,hist_kl_div_lap,hist_alike_lap,pixel_eq,dr_dif_eq,std_eq,hist_inters_eq,hist_alike_eq,hist_mean_eq,cos_eq,pixel_lap_lap_eq,br_lap_lap_eq,std_diff_lap_lap_eq,answer
0,0.00058883784,12.525796,0.9999933,6114.88,9.648121e-05,15.875,118.24627,2.430716,18.901642,0.99989355,-2.657878,0.002419729,0.07208128,3.8410225,0.013640795,4162.96,0.0002735186,95.5,123.17615,17.79481,0.0132315075,39.03653,0.0
1,0.8911807,114.27937,0.9986544,5249.98,1.6270869,377.04688,123.83995,9697.59,95.27902,0.97674036,207.98225,0.04795341,2473.167,127.1295,0.94235724,2893.45,0.2665578,710.59375,138.15785,11188.797,1.9997045,91.06077,0.0
2,0.031747185,114.49922,0.9952877,5211.14,2.2908118,465.84375,124.29464,9448.105,95.855095,0.9765691,112.37093,0.060978133,2457.8591,124.1633,0.048054658,3000.23,0.37363106,765.6875,138.38141,11103.988,3.5869954,91.1334,0.0
3,0.67442113,114.33366,0.99803317,5218.15,1.9765478,402.67188,124.29819,9472.39,95.69039,0.97548866,58.227608,0.08059422,2534.7405,123.790405,0.54661644,2848.89,0.33693406,768.2656,138.21759,11156.241,2.6364145,91.5945,0.0
4,0.019363634,114.09949,0.9976096,5267.66,4.3405404,398.90625,124.277664,9678.344,95.67343,0.97364575,55.16596,0.074058086,2722.1848,124.885506,0.23653834,2815.89,0.77819616,842.15625,137.91432,11076.6045,0.008422577,91.47194,0.0
5,1.1002759,113.41898,0.99733704,5130.46,10.048415,466.35938,124.304695,9861.8,95.68499,0.9763533,143.59283,0.14563946,2691.933,124.17756,1.1562849,2670.13,1.6129377,862.96875,138.071,11180.812,2.9196074,91.38044,0.0
6,0.22344133,113.84721,0.9943372,5077.3,3.5898538,545.8906,124.46207,9643.646,95.82941,0.97537553,144.60797,0.08291879,2477.329,121.24189,0.0024865507,2742.33,0.6224572,1002.7031,138.38638,11007.797,1.1506978,91.43445,0.0
7,0.18637085,114.31204,0.9939417,5147.88,8.049881,538.0,124.450264,9478.186,95.93616,0.9775313,77.931274,0.17632589,2417.4307,119.88621,0.49886835,2568.56,1.3780233,1082.3125,138.87567,10723.589,1.0660464,91.54637,0.0
8,0.68401116,114.45451,0.9941197,5186.56,5.182103,545.3281,124.0109,9494.45,95.80459,0.97603244,137.76712,0.13320515,2423.845,120.22404,0.6259618,2786.04,0.7614888,755.8594,139.57457,10870.48,0.8296202,91.27971,0.0
9,5.5683684,98.832954,0.6562804,2480.34,163.27238,4437.828,123.503174,14671.778,91.88046,0.92430896,1581.26,1.8471391,5027.0815,115.97153,2.0608096,1305.85,20.642303,2857.7188,140.35173,19433.637,2.6660726,85.70195,1.0
10,0.16643123,118.440025,0.9986924,4877.77,0.8552516,183.70312,132.28406,6446.1665,97.333496,0.9875347,123.25849,0.011173276,1044.6431,123.063675,0.14082782,1827.92,0.05964039,589.25,140.50497,10768.45,2.1986072,87.46354,0.0
11,0.2350398,119.193146,0.9990048,4829.77,1.1572217,181.54688,132.55461,5506.606,98.52259,0.9864084,72.38789,0.008904689,796.21674,115.47137,0.07706799,1849.4,0.09942382,642.28125,140.29817,9634.778,0.7328637,88.13547,0.0
12,0.2572056,119.16265,0.99901533,4865.25,0.31035715,167.375,132.4965,5584.855,98.63984,0.98820156,-1.5681063,0.0067491936,819.1943,112.55418,0.13219906,2108.92,0.02696383,192.375,139.83397,9574.571,1.2948458,88.547455,0.0
13,0.2354646,118.7918,0.9988258,4829.96,0.26953897,180.32812,132.63014,5719.078,98.46249,0.9886091,107.228714,0.008028573,870.2488,117.8352,0.20794833,2027.76,0.028374512,329.04688,140.35622,9818.549,1.7245669,88.13477,0.0
